followers,followings,tweets_count,tweets_likes,replies_count,replies_likes,retweets_count,retweets_with_comment_count,retweets_with_comment_likes,retweeteds,replieds
3186,2874,9,1435,124,211,75,0,0,20,19
86,121,47,1241,16,14,215,3,7,92,23
145,284,3,43,0,0,1928,0,0,105,0
411,680,6,107,0,0,1708,0,0,112,0
64,0,27,223,0,0,91,0,0,458,2
35,146,4,32,20,47,8,0,0,7,1
431,972,50,174,17,22,187,2,13,86,6
303,535,95,341,2,5,601,0,0,471,0
22,34,6,51,29,65,8,0,0,6,9
22,96,3,0,67,100,83,5,3,2,4
192,198,30,374,1,16,567,5,23,283,1
859,996,37,1677,268,388,18,0,0,75,66
42,82,20,227,75,90,25,0,0,13,1
93,71,3,4,418,458,31,19,18,26,78
2317,2362,119,20807,314,439,303,50,948,428,914
605,1225,9,68,302,212,1,0,0,5,33
36,106,9,29,2,2,0,0,0,2,0
153,260,18,161,88,102,674,14,10,44,24
2880,4051,8,1179,4,21,40,0,0,6,0
168,329,3,8,27,9,85,1,1,4,3
839,1082,31,935,190,275,20,1,2,26,67
27,52,2,1,82,116,0,0,0,2,10
274,269,18,183,117,195,60,10,60,12,31
42,244,45,306,92,137,21,4,9,5,61
180,172,14,507,12,12,24,1,9,19,3
5,29,2,0,0,0,0,0,0,0,0
195,728,49,286,0,0,0,0,0,87,0
53,71,7,51,2,11,21,0,0,4,1
913,1412,71,2472,302,1194,2146,104,211,1232,165
16,34,3,3,24,32,90,0,0,21,0
24,20,13,259,0,0,104,1,3,35,3
137,181,90,364,100,167,469,0,0,330,9
1461,2187,134,2563,233,401,376,13,87,1059,208
197,0,37,220,42,89,743,0,0,220,11
52,0,21,277,0,0,0,0,0,370,1
12,6,4,96,0,0,306,0,0,29,0
191,189,25,213,0,0,172,0,0,77,6
320,343,15,158,270,290,15,2,6,3,54
18,75,2,2,4,41,104,0,0,13,7
758,923,61,764,109,147,291,0,0,311,23
80,85,44,299,11,11,21,0,0,28,1
1,0,1,0,53,9,0,0,0,1,3
122,115,62,392,28,24,117,53,258,34,7
13,0,36,162,1,0,39,1,0,24,1
38,46,11,122,5,8,4,0,0,12,1
607,257,273,925,17,8,170,0,0,259,9
2,5,1,0,100,14,0,0,0,1,17
50,93,32,870,2,54,1078,0,0,4241,2
214,271,2,101,33,53,0,0,0,8,6
2,0,22,24,9,13,87,31,0,28,12
4,0,1,0,3,43,25,0,0,16,0
4,5,1,0,1,14,4,0,0,1,0
80,123,20,28,44,47,8,2,10,1,7
241,499,11,135,0,0,5,0,0,115,1
37,19,1,0,14,78,41,1,4,12,1
103,140,11,27,74,71,628,0,0,61,8
43,0,10,191,14,21,18,0,0,6,6
28,41,12,51,4,1,154,0,0,23,4
18,26,7,30,1,30,1,0,0,1,0
17,0,2,29,20,272,0,0,0,78,0
675,627,17,2305,298,252,0,9,4,79,80
1449,2512,47,3001,211,801,93,9,128,159,102
141,82,3,19,2,1,124,0,0,19,0
279,670,7,60,91,321,3,1,2,4,13
2,0,4,39,0,0,16,0,0,55,0
8,49,10,33,1,1,0,0,0,21,1
110,110,5,441,16,18,20,0,0,21,9
64,91,5,118,2,2,2,2,90,31,2
1375,1426,16,258,20,22,62,1,7,14,7
2535,2301,90,9263,290,764,246,19,165,1740,243
75,124,3,1,112,101,0,0,0,3,35
31,31,16,185,16,13,13,1,2,6,4
4083,315,9,749,8,51,83,1,37,13,3
660,1019,14,590,58,56,66,2,12,24,15
48,0,10,166,0,0,3466,0,0,600,0
15,2,1,0,10,33,6,0,0,24,0
72,67,16,7,151,66,365,0,0,39,67
56,81,47,123,36,48,15,5,10,8,26
2,0,3,0,4,6,0,0,0,1,0
96,94,6,22,32,28,10,2,0,4,81
9,68,9,9,0,0,30,15,16,5,0
6,15,1,0,24,57,3,1,6,6,0
34,46,197,135,3,6,18,0,0,96,2
10,22,2,22,0,0,51,0,0,26,0
191,255,15,382,4,60,10658,2,0,1607,9
127,117,53,236,0,0,3,0,0,31,0
38,53,48,15,0,0,1,2,0,2,8
2053,1993,61,938,172,180,60,3,15,15,16
5,0,2,0,8,5,67,2,0,3,0
14,0,34,140,23,35,28,0,0,30,1
11,32,3,2,11,12,0,0,0,13,2
1089,2227,12,113,9,4,1,0,0,86,0
768,757,184,2837,172,311,117,16,38,100,134
34,82,18,87,2,3,1,0,0,4,1
575,1195,13,43,20,80,2353,17,11,6434,19
115,207,36,208,3,4,301,0,0,527,0
549,849,122,332,76,129,167,0,0,23,7
30,43,30,160,71,94,26,3,14,3,105
403,384,29,181,26,30,392,3,9,230,2
57,64,15,30,61,88,126,4,6,3,8
73,132,9,40,13,6,0,0,0,1,7
805,1220,27,696,4,0,17,7,4,3,0
1890,1913,25,1061,160,590,46,3,89,8,34
14,0,4,59,0,0,43,0,0,5,0
31,60,3,10,1,14,0,0,0,8,1
208,715,33,277,8,0,2,0,0,16,6
19,37,14,15,85,62,49,21,13,6,14
418,1082,5,418,2,18,882,0,0,81,7
51,89,25,161,57,229,51,2,2,50,3
96,143,101,1127,78,132,16,31,149,3,45
4,32,1,0,29,6,0,0,0,1,1
35,38,13,258,1,1,1,0,0,47,2
261,482,10,52,175,392,851,13,35,245,68
2,6,2,0,1,3,0,0,0,1,0
42,171,31,119,9,16,0,0,0,10,1
382,456,5,14,10,15,569,0,0,91,2
75,0,1,0,24,11,675,0,0,13,0
22,0,4,165,6,72,53,3,35,110,1
176,257,12,170,0,0,0,0,0,58,0
87,98,6,296,135,131,3,0,0,13,16
240,0,5,12,3,1,415,0,0,36,1
20,35,29,112,27,20,55,3,1,11,6
1200,1103,45,6077,0,0,731,0,0,701,17
16,23,5,53,9,25,1,0,0,9,0
86,140,201,358,0,0,7,2,1,473,0
285,590,50,106,15,11,537,2,0,39,2
126,78,100,994,141,323,123,22,30,106,57
51,25,71,52,17,5,1651,6,0,226,17
198,218,54,584,7,10,328,1,0,196,12
31,56,4,14,5,3,42,34,71,2,1
69,34,11,93,1,4,33,0,0,15,3
70,6,15,206,11,11,7,0,0,7,1
3,13,1,0,1,9,0,0,0,1,0
70,135,41,109,67,180,72,35,99,24,0
1,0,1,0,4,33,0,0,0,4,0
104,219,7,75,3,2,2,1,0,7,0
399,809,61,802,277,516,126,14,11,281,50
89,74,19,372,97,99,82,9,95,32,23
227,557,209,656,27,18,110,2,22,278,4
310,300,34,425,257,294,42,1,0,2,41
79,89,1,0,1,60,1066,0,0,47,0
3,2,6,37,1,2,3,0,0,13,1
71,3,38,649,10,109,14,0,0,199,5
38,0,3,19,1,1,96,1,8,2,0
86,133,3,10,28,357,357,1,0,54,5
3,0,45,184,1,0,2,0,0,137,0
167,254,34,266,10,33,825,0,0,536,3
67,117,22,259,0,0,191,11,6,76,0
11,9,2,0,14,177,104,2,2,15,0
1,1,4,0,0,0,2,0,0,2,0
29,55,10,6,81,188,95,2,1,32,9
45,0,1,0,23,98,0,0,0,1,0
401,615,181,505,2,2,446,1,2,802,4
50,0,8,219,0,0,459,0,0,1430,0
163,105,14,41,5,17,443,0,0,27,4
1,5,1,0,0,0,0,0,0,0,0
1141,2081,70,1218,111,91,32,14,45,29,95
12,24,1,0,3,13,235,0,0,7,0
2,0,1,0,20,68,118,0,0,66,1
7,15,2,0,22,65,117,0,0,6,0
62,75,2,35,5,21,204,0,0,59,4
57,80,33,249,1,7,401,1,6,324,0
142,350,1,0,6,249,275,0,0,191,1
1,0,1,0,8,3,0,0,0,1,0
205,457,1,0,13,248,933,0,0,95,6
19,0,22,20,7,2,8,18,19,3,2
90,112,5,153,5,81,152,8,120,159,6
257,424,3,36,13,259,4286,14,343,401,5
59,38,1,0,42,314,205,0,0,107,0
42,38,9,159,3,13,1,2,6,22,1
8,8,6,1,0,0,210,0,0,48,2
8,0,1,0,4,31,168,0,0,24,0
986,973,57,206,196,497,94,12,28,32,47
1,3,1,0,18,19,0,0,0,1,0
23,21,2,0,4,19,129,0,0,15,0
146,112,17,795,24,22,58,2,5,0,1
65,72,13,154,50,184,342,0,0,148,6
11,0,1,0,0,0,196,0,0,146,0
140,235,7,145,74,436,85,1,9,177,10
84,66,7,1,113,2,250,0,0,226,12
67,101,7,94,24,200,207,0,0,100,1
48,194,196,62,0,0,267,0,0,10,0
34,114,1,0,3,16,19,0,0,4,0
12,42,2,10,4,5,15,0,0,1,1
4,18,13,1,0,0,223,0,0,4,0
141,35,1,0,1,0,1591,0,0,54,0
118,139,14,20,42,39,101,3,1,3,3
590,2122,4,109,17,13,15,2,17,7,9
1846,1809,79,4258,101,110,290,6,45,166,155
44,27,21,38,61,24,34,2,0,6,36
75,36,6,69,9,15,447,0,0,41,3
28,14,11,4,57,77,416,0,0,22,6
105,101,14,283,62,77,3,1,1,11,12
325,293,73,2153,18,246,136,0,0,270,41
15,0,1,0,6,3,102,6,0,1,1
14,0,3,36,0,0,0,0,0,2,0
80,111,7,163,0,0,2,0,0,5,0
10,13,5,35,13,11,1,1,2,1,2
77,80,45,161,34,36,114,6,7,44,16
421,409,58,1409,229,281,96,1,0,177,54
282,802,5,52,1,5,22,8,79,11,4
3,0,4,88,0,0,2,1,0,136,0
292,664,32,485,13,2,29,4,18,560,2
97,133,47,398,3,4,386,0,0,243,0
126,116,10,90,139,131,71,5,9,5,11
38,72,18,59,2,0,21,0,0,28,1
39,72,6,159,0,0,3,0,0,15,0
137,350,9,127,71,29,18,0,0,8,1
7,0,4,10,0,0,0,0,0,1,0
123,119,20,74,3,2,0,1,5,4,0
59,143,25,152,7,6,620,0,0,130,0
48,50,18,135,32,64,59,0,0,45,2
1107,1093,82,1903,137,142,6,0,0,16,51
121,73,14,70,0,0,48,0,0,52,0
240,224,5,102,89,81,18,0,0,1,7
24,0,1,0,1,1,313,0,0,1,0
8,19,3,3,49,49,53,0,0,5,4
266,214,84,1815,46,74,1460,0,0,2228,33
5,13,5,30,2,3,0,0,0,5,0
31,111,5,13,252,464,8,1,0,7,11
484,771,184,1392,1,1,379,0,0,1490,3
7,45,6,9,0,0,0,0,0,2,0
57,15,64,628,0,0,182,0,0,918,0
5,43,6,7,2,0,4,0,0,2,0
28,0,7,45,2,3,0,4,6,0,0
213,237,6,32,184,289,67,4,5,6,64
119,139,41,238,19,17,72,10,69,10,15
979,1471,33,2687,19,18,8,0,0,153,18
223,225,10,62,0,0,1231,0,0,253,0
30,11,73,414,3,1,17,0,0,139,2
17,10,6,9,2,3,2,1,3,7,0
9,20,6,48,11,13,63,0,0,49,1
1117,2448,20,268,1,0,632,0,0,320,0
142,328,11,292,3,1,298,0,0,98,2
21,7,19,238,0,0,0,0,0,16,2
25,218,24,94,74,4,18,9,0,16,0
1,7,10,3,7,2,0,0,0,1,7
442,370,102,8362,290,4842,568,27,635,6802,389
2643,2432,23,4405,102,132,34,0,0,43,74
4,7,1,0,0,0,1,0,0,1,0
1,15,2,0,51,21,0,0,0,1,8
169,99,116,300,20,96,202,0,0,34,5
10,13,6,39,7,4,6,10,0,4,1
16,31,25,37,10,0,2,1,0,2,0
13,0,8,13,1,0,0,7,4,2,1
188,386,22,143,0,0,2,0,0,9,0
12,32,1,0,5,4,0,3,9,1,1
62,115,23,70,18,6,14,0,0,14,6
320,693,26,359,91,102,0,3,23,16,41
654,768,81,1353,309,297,53,0,0,24,147
115,114,5,11,1,4,540,111,210,145,5
41,0,4,316,7,12,3,0,0,12,3
841,843,26,2316,362,441,31,25,506,109,84
21,16,1,0,0,0,200,0,0,6,0
99,46,114,1233,0,0,2399,0,0,3195,2
16,35,4,1,0,0,1,0,0,1,0
14,31,16,76,0,0,23,1,12,3,0
15,38,1,0,0,0,8,0,0,1,11
2,1,89,1,17,28,0,0,0,2,4
553,1310,23,94,76,39,2,0,0,0,1
41,4,162,400,0,0,0,0,0,188,3
51,41,39,136,0,0,0,0,0,34,0
18,9,2,11,0,0,115,0,0,7,0
66,98,7,39,111,156,16,0,0,23,8
42,7,9,76,2,1,1,0,0,68,0
4,25,4,2,2,1,6,0,0,2,1
568,386,101,4201,204,332,92,13,202,114,143
13,14,8,5,3,3,0,0,0,1,1
148,483,32,142,12,20,4,3,15,5,4
571,751,47,1073,298,254,108,1,0,347,127
18,138,20,25,25,17,18,0,0,1,2
8,9,2,0,1,0,6,0,0,0,1
39,38,23,14,16,14,7,2,0,11,17
458,669,5,250,86,54,126,8,22,41,47
22,15,2,27,8,66,13,0,0,40,1
2786,4976,60,2735,34,64,6,2,42,139,41
749,893,47,733,135,281,341,0,0,135,35
8,21,3,9,4,11,11,0,0,1,0
25,0,3,1,11,7,33,0,0,2,0
10,69,20,8,56,53,1,6,0,3,19
15,12,70,368,0,0,33,0,0,137,0
10,0,52,13,0,0,4,3,2,2,0
11,3,65,18,15,1,22,0,0,20,0
13,3,1,0,8,142,0,0,0,8,1
126,187,5,77,17,143,915,17,99,138,1
21,3,3,9,1,0,1,0,0,1,0
1787,121,85,21135,280,2138,39,15,894,1271,349
47,54,8,50,47,39,19,3,10,27,5
30,123,15,67,0,0,3,0,0,2,1
415,516,29,1287,171,94,23,2,3,13,25
82,159,20,186,42,81,160,3,397,54,8
48,0,11,324,60,264,1,0,0,9,31
848,848,51,1121,221,272,151,1,0,53,95
48,29,36,744,20,21,0,0,0,6,3
89,0,5,97,52,60,295,2,0,20,8
8,14,11,18,10,10,11,0,0,5,3
147,366,9,78,14,62,40,0,0,6,0
4,41,5,2,0,0,5,1,11,1,0
21,66,2,8,2,1,24,1,6,3,0
33,0,2,100,6,20,116,3,9,194,2
87,215,1,0,3,30,124,0,0,2,1
1120,2002,9,273,39,43,116,2,1,4,8
2,5,2,2,0,0,0,0,0,1,0
139,179,14,75,28,22,0,0,0,4,6
33,61,8,120,86,107,0,0,0,1,9
216,885,7,12,0,0,0,27,4,1,1
9,0,10,160,2,23,147,0,0,94,6
34,38,8,89,0,0,4,0,0,1,0
65,108,1,0,21,54,235,0,0,1,2
535,717,106,433,29,33,40,0,0,58,27
1,0,3,4,1,0,23,0,0,3,0
30,14,9,212,4,9,238,0,0,94,6
429,607,7,23,19,41,1198,1,0,798,0
110,184,1,0,0,0,81,0,0,93,0
48,36,9,30,76,213,16,0,0,5,0
12,9,39,292,0,0,4,0,0,148,2
22,13,3,38,0,0,162,0,0,117,0
2,4,7,13,2,4,0,0,0,2,0
137,345,26,185,158,268,12,76,237,57,11
43,42,10,25,159,146,0,2,0,3,42
1,0,2,2,13,15,17,0,0,6,0
6,6,2,10,5,9,0,0,0,4,4
163,25,17,38,31,41,1384,0,0,9,3
133,205,5,155,0,0,506,0,0,21,0
26,14,7,25,2,1,0,0,0,2,0
429,556,21,1551,38,81,6,0,0,10,21
3,15,3,6,0,0,1,0,0,1,1
6,8,1,0,19,74,63,0,0,12,0
76,96,15,164,42,128,98,11,60,31,1
53,254,86,223,2,2,22,2,0,45,0
4,9,4,1,3,5,4,1,1,2,1
11,103,15,45,1,1,1,1,0,1,0
22,0,18,47,53,70,0,41,27,6,3
17,3,18,117,0,0,30,0,0,80,0
1095,2408,48,247,69,94,183,53,29,108,10
293,781,1,0,1,73,659,0,0,71,1
377,447,51,1431,95,152,34,0,0,33,18
290,593,31,537,124,111,12,1,7,6,16
52,68,69,109,3,6,2,0,0,26,2
34,23,101,418,0,0,33,0,0,305,0
7,11,8,9,1,0,13,0,0,1,1
129,130,60,492,40,56,56,3,21,28,27
36,128,11,30,63,68,12,4,2,3,10
28,76,4,6,0,0,23,3,19,2,0
1881,2517,167,8823,359,510,53,5,66,249,272
8,52,2,13,3,7,7,0,0,9,0
160,1062,4,19,0,0,904,0,0,20,0
6,12,3,2,1,1,1,0,0,1,0
334,593,99,206,18,18,40,0,0,202,4
8,22,49,17,13,10,2,0,0,1,5
4,9,2,4,0,0,3,0,0,3,0
1,0,1,0,0,0,0,0,0,0,0
345,277,13,1072,52,61,0,0,0,54,42
84,53,5,22,0,0,96,0,0,0,0
189,284,6,11,32,24,313,0,0,2,0
6,0,7,22,3,3,8,0,0,12,0
3,0,66,5,0,0,0,0,0,1,0
7,0,4,8,0,0,25,0,0,2,0
45,52,10,12,91,78,41,5,3,2,16
6,0,3,210,2,2,3,1,1,34,2
13,15,6,14,4,4,1,0,0,1,0
20,45,4,19,0,0,9,0,0,8,0
5,6,4,29,0,0,5,0,0,8,0
8,0,9,288,8,1,0,0,0,6,0
354,548,14,641,178,231,36,13,36,77,33
123,186,59,155,80,64,30,7,11,3,15
27,89,7,15,24,48,3,0,0,2,0
10,64,2,2,0,0,4,0,0,1,0
17,18,2,5,0,0,0,0,0,5,0
306,569,3,93,42,75,1183,0,0,1772,10
537,821,29,201,88,106,24,2,2,20,12
65,58,7,80,4,7,26,0,0,29,1
240,288,10,128,37,53,594,10,23,23,31
6,28,4,15,0,0,0,0,0,5,0
365,341,124,1840,217,304,18,21,15,74,83
5,4,2,15,2,22,23,0,0,15,0
11,42,12,49,60,127,2,3,5,2,7
22,0,5,43,2,4,2,2,1,18,0
60,100,25,87,0,0,65,0,0,16,0
200,424,2,1,17,12,12,1,4,0,2
114,219,2,1,15,105,597,0,0,21,1
39,89,1,0,1,0,31,1,25,20,0
18,0,10,23,47,49,95,0,0,8,9
33,59,65,61,107,106,37,23,20,5,10
127,206,1,0,0,0,104,0,0,36,0
1,18,1,0,0,0,2,0,0,25,0
20,0,8,125,5,2,11,3,1,48,1
5,1,5,3,0,0,0,0,0,1,0
1,0,1,0,1,12,1,0,0,12,0
74,155,3,9,70,49,0,0,0,1,3
2,3,1,0,16,18,0,0,0,1,0
3,1,1,0,6,6,4,0,0,1,0
10,34,2,6,5,13,0,0,0,1,1
71,105,29,69,47,12,118,2,0,9,0
399,556,175,739,0,0,676,0,0,957,0
138,179,35,645,10,9,0,2,1,54,6
9,5,2,6,0,0,0,0,0,3,0
418,1152,28,114,29,23,68,32,50,10,2
2275,2243,48,9213,294,305,174,19,157,216,616
71,84,17,267,0,0,4712,3,0,553,1
9,88,1,0,0,0,339,0,0,5,1
66,47,36,453,0,0,195,0,0,502,0
2,3,1,0,1,3,42,0,0,2,0
308,497,267,1021,18,21,0,0,0,258,4
11,0,11,207,1,0,240,0,0,382,1
110,126,2,0,69,6,127,0,0,21,0
7,0,4,37,1,9,263,0,0,17,0
470,1080,14,51,6,12,251,2,2,13,12
820,203,176,4430,301,299,39,10,149,65,220
56,0,19,170,66,66,2,0,0,2,8
35,37,7,54,53,164,72,1,4,7,2
17,0,2,0,36,152,109,0,0,36,1
932,62,46,282,90,139,3,25,17,11,34
10,26,8,0,17,14,50,22,6,1,11
59,32,2,3,4,3,16,0,0,1,0
54,133,144,221,0,0,0,0,0,35,0
5,5,7,8,11,12,31,0,0,3,0
38,64,49,450,2,2,122,2,5,49,5
1630,1498,86,7366,102,99,13,0,0,114,120
199,254,2,29,0,0,558,0,0,125,0
71,72,60,1126,57,44,7,2,0,9,97
139,226,84,375,1,0,639,0,0,579,0
8,7,1,0,3,22,0,0,0,14,0
8,25,12,47,12,5,3,0,0,1,0
69,55,88,1134,501,607,4,0,0,36,181
135,128,63,2504,71,138,23,0,0,418,31
2,0,1,0,14,2,1,0,0,1,0
862,2100,3,64,0,0,34,0,0,4,0
43,109,1,0,0,0,195,2,17,10,0
245,358,34,513,99,309,5066,15,16,4972,81
4,43,2,1,1,8,2,0,0,2,0
48,36,72,142,0,0,2,0,0,131,0
2,0,2,14,0,0,1,0,0,1,0
7,24,15,3,15,3,10,1,0,2,1
21,27,1,0,22,118,56,2,2,37,3
11,0,3,62,6,0,138,0,0,183,0
303,1153,44,157,23,23,134,1,7,2,3
14,10,3,3,7,4,160,5,10,1,0
19,5,1,0,11,81,0,0,0,8,0
15,32,4,64,0,0,385,0,0,62,0
59,150,97,46,10,12,200,6,1,22,0
8,79,2,0,3,7,13,0,0,1,1
322,0,120,308,110,111,37,35,32,4,15
36,87,69,229,63,58,50,19,31,2,12
8,7,7,81,1,15,5,0,0,67,0
10,21,2,201,14,36,0,0,0,93,4
8,26,12,15,11,9,1,0,0,1,1
334,331,41,1003,155,222,18,6,54,29,48
1,14,1,0,9,16,1,0,0,2,0
32,53,13,57,1,1,13,0,0,9,1
87,146,25,198,0,0,0,0,0,9,29
15,2,1,0,25,104,14,1,5,38,1
1,0,1,0,3,8,0,0,0,1,0
63,108,7,103,9,54,16,2,23,14,1
11,5,33,22,2,1,0,1,0,2,1
134,424,2,14,18,474,214,3,18,272,3
1,0,2,11,1,12,0,0,0,11,0
57,88,8,4,31,82,467,0,0,19,5
151,0,82,2241,11,69,3623,8,66,4817,7
12,0,31,604,2,0,450,0,0,611,1
81,60,156,2283,177,204,16,14,103,73,100
1,5,15,63,54,20,1,0,0,6,7
381,521,125,518,1,3,608,9,26,822,3
564,1207,18,328,0,0,549,0,0,5,9
31,49,31,77,164,224,2,8,10,2,46
203,204,27,160,83,221,2,4,1,11,71
113,151,13,90,124,109,17,0,0,1,18
44,0,20,148,80,61,4,0,0,1,4
35,17,112,1100,2,0,8,0,0,529,119
522,600,10,259,53,66,689,10,29,137,8
28,0,10,80,1,0,253,0,0,91,0
1181,1089,68,9898,477,657,77,14,389,169,305
43,59,18,79,32,61,771,0,0,62,4
48,122,11,61,11,11,1,0,0,2,2
61,47,6,23,67,71,39,0,0,2,6
33,9,1,0,142,1233,31,0,0,679,7
194,183,11,44,36,79,2206,275,88,294,17
1,0,1,0,100,96,0,0,0,27,2
260,644,13,97,30,7,1,0,0,9,6
172,260,20,834,16,24,402,4,5,220,10
2,11,3,2,0,0,6,2,0,4,1
2,28,3,2,4,23,3,13,0,4,0
2798,2847,65,2179,63,50,264,1,0,46,31
87,47,46,671,100,111,25,4,12,24,46
595,1846,59,304,12,10,155,0,0,196,12
5,0,3,11,29,112,0,0,0,27,0
7,1,370,133,0,0,124,0,0,57,0
1295,4502,170,1362,0,0,268,0,0,754,9
1,0,1,0,100,59,0,0,0,2,0
367,933,21,216,15,22,7,2,0,10,5
2,13,4,18,2,1,0,0,0,3,2
3,1,2,0,6,25,11,0,0,3,0
4,6,5,0,4,11,0,0,0,2,1
23,27,2,0,65,26,54,0,0,1,22
482,16,72,839,0,0,29,0,0,14,0
342,479,20,727,111,1225,342,3,22,934,23
78,236,7,21,255,424,58,5,6,8,57
156,169,11,102,27,247,8,0,0,54,2
871,1205,39,326,13,76,0,0,0,45,13
588,467,27,3226,99,451,9,0,0,164,97
25,30,7,22,37,28,6,1,1,2,4
2,0,1,0,8,40,0,0,0,19,0
45,80,67,414,71,81,25,4,17,23,29
3,0,1,0,13,57,2,0,0,12,0
81,47,70,568,14,47,74,1,8,66,5
17,0,31,312,0,0,48,0,0,114,0
50,28,46,158,127,118,40,8,37,8,13
1143,917,104,20811,241,240,249,12,250,293,252
51,52,14,414,4,32,763,0,0,301,5
73,102,3,7,2,1,8,0,0,2,0
16,32,6,195,6,1,10,2,0,36,0
808,2227,190,1658,2,4,5,4,18,2,1
65,157,1,0,33,145,18,0,0,37,0
12,0,1,0,18,63,17,0,0,2,0
104,342,4,27,1,1,10,3,16,2,0
36,5,1,0,4,26,597,0,0,39,1
3,2,2,4,18,62,0,0,0,4,0
89,165,25,74,122,287,431,39,124,8,17
82,31,1,0,41,314,1056,0,0,98,1
231,0,3,0,120,345,226,0,0,168,2
1,0,2,0,17,19,0,0,0,4,0
237,1098,17,61,256,451,223,0,0,468,67
11,9,15,6,0,0,0,0,0,3,0
1,6,1,0,6,20,0,0,0,3,0
8,16,6,3,14,5,41,1,2,3,0
16,0,6,184,11,0,116,0,0,90,0
1,0,1,0,31,95,16,0,0,27,0
100,117,4,1,19,198,294,2,11,136,3
6,11,1,0,1,12,1,0,0,7,0
157,108,30,232,170,147,5,4,29,17,105
13,4,19,95,13,33,16,0,0,30,13
154,90,99,4335,176,160,13,14,149,108,56
161,71,85,802,94,93,42,25,24,49,67
2,11,3,0,2,0,1,0,0,1,0
6,2,5,31,1,5,56,0,0,15,0
34,12,42,263,11,1,72,0,0,71,2
377,2263,10,80,1,0,6,0,0,10,2
511,1080,43,372,0,0,487,0,0,610,1
1,0,1,0,2,10,0,0,0,2,0
51,0,7,196,4,28,0,0,0,16,2
1168,1440,8,324,13,16,64,1,32,19,9
235,238,40,1334,1,1,1788,0,0,608,5
3,0,6,102,2,0,3,0,0,6,2
928,0,30,844,0,0,17,0,0,0,0
41,38,48,276,26,56,0,0,0,5,1
72,113,2,2,1,1,6,0,0,1,0
26,44,14,98,64,67,1,1,0,7,12
10,136,2,1,1,0,1,1,0,1,0
4,0,7,48,2,2,0,1,34,6,0
3,0,10,34,65,8,0,2,0,15,9
89,124,6,8,330,309,270,111,25,14,174
45,84,12,46,1,4,129,0,0,33,1
36,35,9,70,0,0,1,0,0,2,0
127,125,7,227,0,0,2,0,0,14,19
21,11,9,77,0,0,88,0,0,22,0
303,315,49,475,21,27,2327,32,13,110,10
16,17,3,25,0,0,11,0,0,1,0
638,1667,18,131,98,81,336,0,0,27,4
595,533,36,214,42,198,32,3,7,36,23
64,164,32,183,46,47,21,11,21,2,14
21,34,233,708,66,69,44,29,68,72,48
565,872,9,1148,8,8,175,0,0,166,45
10,18,26,7,38,15,13,0,0,1,3
710,1268,19,478,332,514,683,65,44,363,194
5,1,5,43,0,0,0,0,0,3,0
38,34,45,137,12,26,45,1,1,17,4
187,677,6,23,34,22,14,0,0,6,13
29,103,175,269,0,0,9,0,0,83,0
624,847,37,276,31,31,242,22,45,88,8
3,19,4,0,24,15,1,1,0,1,0
1,0,7,0,1,0,1,0,0,1,0
465,722,3,17,21,46,2372,0,0,1483,7
1,1,1,0,0,0,0,0,0,0,0
60,0,26,94,1,2,206,0,0,116,0
140,148,49,717,118,109,8,0,0,19,63
252,589,60,290,0,0,47,0,0,124,0
160,139,93,532,1,4,66,0,0,83,0
8,32,13,20,18,37,1,0,0,2,2
17,77,42,189,52,35,0,0,0,17,7
186,141,2,29,21,15,212,11,55,6,27
104,171,49,304,46,75,12,2,6,4,294
15,64,11,7,2,2,5,0,0,1,0
250,366,8,70,0,0,102,0,0,10,0
299,329,11,55,0,0,92,0,0,0,0
533,542,19,1635,6,88,904,0,0,516,39
1931,5074,4,441,0,0,47,0,0,325,2
499,1,9,1755,4,25,7,3,0,314,123
26,22,33,118,1,1,0,1,0,22,3
1,2,2,3,1,0,0,0,0,1,0
21,6,2,33,0,0,0,0,0,9,2
457,0,27,1036,100,128,1,1,6,10,53
572,1376,81,849,0,0,653,0,0,384,0
32,0,2,0,0,0,25,0,0,1,0
428,754,3,130,209,152,2,1,0,20,70
101,0,8,102,2,1,0,0,0,9,0
37,59,8,7,28,24,64,0,0,1,2
3,2,56,22,0,0,0,0,0,3,0
44,122,10,218,57,99,132,47,102,83,0
68,653,4,2,299,552,30,14,3,10,115
20,0,5,23,0,0,0,0,0,3,0
32,91,22,6,0,0,0,0,0,1,0
6,14,3,38,0,0,0,0,0,2,4
1109,996,55,4916,462,636,134,13,303,173,586
82,0,17,127,1,1,56,0,0,45,1
2822,0,1,0,5,2,119,0,0,218,0
215,238,51,176,129,130,173,3,0,77,17
147,231,52,502,3,6,146,0,0,162,1
2038,4993,139,1378,99,244,187,2,6,220,44
622,986,40,2814,86,266,207,9,208,426,59
66,46,29,59,66,97,18,3,1,4,5
15,49,7,28,6,3,1,0,0,3,2
16,15,70,194,13,9,129,11,1,38,5
36,9,1,0,0,0,701,0,0,8,0
7,11,48,35,0,0,1,12,3,38,1
5,11,51,32,4,6,1,22,19,39,0
159,127,18,1054,65,92,26,0,0,100,15
4,12,57,106,2,3,1,22,10,21,0
5,11,54,58,0,0,1,12,8,6,0
9,11,63,50,3,4,0,21,27,3,2
8,14,54,109,1,2,0,17,10,7,0
259,255,1,0,1,3,2465,2,14,11,1
645,642,6,446,101,213,43,5,78,21,64
281,308,70,2373,7,50,2571,1,19,589,9
316,484,22,165,2,4,2095,0,0,272,3
