followers,followings,tweets_count,tweets_likes,replies_count,replies_likes,retweets_count,retweets_with_comment_count,retweets_with_comment_likes,retweeteds,replieds
1349,2457,16,407,74,131,918,26,56,66,62
20,0,32,371,107,132,48,0,0,121,10
57,213,7,7,157,469,14,0,0,26,4
386,472,132,1732,110,127,622,9,4,940,40
29,0,16,147,3,1,14,2,4,61,1
28,134,1,0,0,0,107,0,0,6,0
49,21,176,1095,1,3,0,1,3,935,4
43,0,4,133,3,0,92,1,0,10,0
101,84,3,66,6,14,104,0,0,19,0
10,8,3,27,0,0,0,0,0,2,1
11,45,33,63,0,0,0,0,0,4,0
413,987,35,873,44,41,24,1,23,18,19
32,57,3,170,0,0,8,0,0,19,0
717,1550,14,434,4,7,84,0,0,271,2
168,228,11,56,520,208,193,0,0,15,165
42,43,71,592,332,575,7,2,9,28,90
24,28,5,99,0,0,78,0,0,11,1
2390,0,24,10872,7,1453,50,1,55,2577,111
89,109,56,380,238,268,286,103,58,369,236
106,146,15,287,12,41,95,2,3,59,1
257,259,67,1465,301,271,197,0,0,15,61
142,161,54,1233,181,149,2,0,0,31,26
53,348,9,80,11,2,0,0,0,5,0
196,189,7,984,19,45,85,0,0,111,1
5122,345,59,26486,16,933,13,14,278,11,61
147,0,17,63,35,63,122,0,0,22,10
470,141,60,10829,749,1067,0,0,0,529,556
28,0,9,968,11,16,69,0,0,89,23
102,191,226,2101,235,358,18,4,16,38,139
24,0,1,0,22,108,105,1,308,273,0
122,112,48,295,35,45,18,0,0,2,5
37,20,209,587,447,461,20,51,83,12,289
397,545,72,1517,58,231,111,6,73,266,31
36,0,8,10,57,71,80,3,0,4,9
78,50,12,232,8,16,3,2,3,49,1
59,87,23,66,334,362,7,22,24,12,27
22,29,9,34,0,0,0,0,0,6,0
36,80,77,331,70,279,15,15,23,2,33
2,2,3,3,0,0,0,0,0,2,0
103,50,124,834,0,0,596,0,0,649,0
163,0,20,801,28,47,39,2,10,23,11
615,446,213,4738,517,544,84,29,150,146,254
139,0,15,961,49,51,4,0,0,34,8
46,202,6,53,49,47,57,1,2,29,5
7,32,1,0,2,1,1,4,10,0,0
1517,1545,24,1544,16,9,1,0,0,41,6
91,41,4,183,0,0,108,0,0,17,1
1,5,8,9,3,3,2,0,0,2,0
64,10,30,131,31,35,2096,0,0,23,1
56,0,18,453,8,4,63,0,0,64,4
277,236,41,1975,159,124,9,12,89,22,49
1302,1932,157,1499,5,23,1107,0,0,1711,6
507,721,196,667,0,0,606,0,0,1155,3
264,261,51,382,322,301,40,12,57,14,94
302,342,11,225,176,184,10,0,0,5,21
194,230,6,864,18,29,140,0,0,108,5
112,402,6,53,0,0,0,0,0,9,1
93,71,6,219,3,1,13,0,0,18,3
17,14,6,50,0,0,8,0,0,11,0
16,1,1,0,0,0,195,0,0,19,0
128,209,67,706,14,39,6,0,0,43,16
71,9,98,333,201,195,206,28,44,10,97
7,33,3,14,6,3,0,1,2,2,3
296,134,101,1664,448,887,4874,486,485,986,97
6,32,18,7,0,0,0,0,0,2,0
179,54,68,1188,426,429,26,10,110,14,196
13,8,9,52,2,1,8,2,1,29,0
566,562,171,846,35,58,33,0,0,86,7
548,563,79,1693,53,45,32,0,0,43,22
186,351,15,205,15,10,4,1,3,8,8
279,0,14,832,103,141,5,0,0,18,80
38,11,77,54,0,0,356,0,0,386,0
21,91,2,1,0,0,73,0,0,1,0
23,28,104,365,3,18,3,0,0,228,4
44,109,13,45,76,56,22,0,0,3,9
251,443,5,25,18,21,323,4,32,5,3
809,823,60,1011,262,308,270,29,203,129,51
15,0,50,50,83,54,11,217,123,48,16
75,483,73,124,171,128,73,16,17,7,23
1087,1201,32,1441,100,131,50,3,96,41,55
51,81,54,131,81,46,6,4,5,3,20
86,149,27,55,33,20,0,1,2,1,1
468,770,234,1207,112,126,49,35,55,51,46
22,10,2,1,19,88,6,12,17,48,1
80,163,151,197,239,190,3,9,27,11,79
9,14,6,5,19,20,2,3,7,1,0
122,326,74,321,168,126,194,0,0,113,4
1093,1090,30,2169,325,413,446,0,0,317,85
102,294,18,45,3,0,30,1,0,4,1
85,81,26,176,26,24,68,0,0,19,5
615,739,188,1552,63,76,23,1,0,153,26
234,256,78,430,1,0,1539,0,0,557,2
516,915,32,583,34,36,24,0,0,44,30
6,0,14,12,46,30,2,1,4,3,1
3,3,1,0,10,5,0,0,0,2,0
79,106,57,492,0,0,78,0,0,94,1
67,22,4,49,2,2,0,0,0,4,2
4,3,3,3,7,6,1,0,0,1,0
2,3,6,8,1,1,0,0,0,1,0
84,145,4,98,3,14,3,1,2,51,1
818,2,261,3704,8,8,0,3,19,0,1
135,213,18,89,79,90,1,0,0,6,11
53,0,123,32,0,0,591,0,0,204,0
74,124,6,34,94,184,957,16,27,11,29
134,147,23,199,37,49,143,5,3,3,11
18,36,3,6,2,1,11,0,0,1,0
6,3,3,40,0,0,0,0,0,3,0
63,9,5,189,0,0,4,0,0,14,0
157,115,145,4273,442,810,67,51,1052,231,137
821,878,46,369,44,126,1066,13,80,125,5
53,13,129,543,2,2,479,2,13,395,0
52,78,8,60,23,20,18,0,0,20,4
429,498,56,228,14,11,1237,0,0,256,5
120,148,26,684,150,239,14,9,60,44,43
191,327,6,12,1,1,213,6,15,1,0
41,42,3,10,40,37,0,0,0,1,10
25,332,18,34,8,5,24,17,23,5,2
108,689,22,22,5,1,2,0,0,3,0
111,259,69,444,157,259,158,10,9,92,21
2214,2194,235,54601,396,675,1444,3,116,1946,895
143,142,44,579,188,323,88,25,98,71,127
341,229,138,3312,229,245,57,5,28,61,294
38,74,92,1221,64,59,38,0,0,8,46
14,21,6,13,3,3,2,0,0,1,0
30,101,35,123,33,32,29,15,9,0,4
259,532,70,1291,4,5,23,1,7,66,31
452,398,131,2749,168,181,69,6,48,30,66
7,5,17,100,0,0,6,2,15,51,0
243,1184,80,136,199,130,2,9,7,5,27
37,62,5,161,6,9,2,0,0,21,3
14,236,6,7,8,4,10,2,2,5,0
190,324,93,370,0,0,75,0,0,129,1
22,45,7,131,58,48,2,1,2,18,7
685,739,132,4398,488,679,64,2,4,51,157
57,19,3,48,0,0,1,0,0,9,0
1,0,107,115,0,0,84,1,0,131,0
106,0,41,129,3,2,68,5,4,29,0
23,21,142,382,16,13,2,2,1,2,7
232,0,10,223,49,85,21,1,2,13,8
59,49,63,322,0,0,175,0,0,213,1
47,149,6,12,27,28,15,0,0,3,0
165,343,16,67,103,156,486,28,41,86,19
277,349,21,88,326,671,492,59,56,74,79
21,0,2,0,97,143,113,4,0,5,5
30,22,21,275,11,3,8,0,0,75,1
123,466,33,233,57,89,19,9,33,19,19
4,0,3,2,0,0,0,0,0,0,0
29,33,7,22,0,0,1,1,0,6,0
34,36,74,435,0,0,101,26,52,564,1
1,8,6,0,50,2,58,0,0,15,0
334,77,24,735,67,151,9,1,2,11,5
10,8,2,27,2,2,2,0,0,3,0
804,84,17,736,222,390,59,3,93,7,14
1177,2660,8,252,2,1,0,1,0,11,0
1012,1798,20,2326,34,75,4977,47,81,180,56
2379,783,38,6929,81,466,9,1,3,95,30
51,70,16,59,34,29,8,0,0,6,0
124,143,31,109,1,1,240,0,0,72,2
27,136,40,72,336,573,237,20,11,7,32
1,0,50,44,0,0,0,0,0,293,0
2,0,2,12,5,9,0,0,0,1,2
9,28,15,16,208,304,0,0,0,216,208
78,28,28,340,4,7,0,0,0,7,13
4,3,76,6,1,5,25,3,0,54,0
1,0,1,0,5,3,2,1,0,2,0
32,108,7,44,5,6,9,0,0,10,7
5,0,2,1,0,0,0,0,0,1,0
2,7,3,5,0,0,0,0,0,1,0
71,19,12,201,0,0,0,2,11,18,5
12,63,18,19,12,2,10,5,1,3,1
99,246,10,26,59,245,98,1,0,14,17
24,22,33,329,3,2,5,0,0,89,2
27,208,60,83,125,31,2,1,0,18,20
341,1547,12,59,3,7,20,0,0,3,0
20,20,74,108,17,13,3,16,12,2,2
1,0,1,0,0,0,0,0,0,0,0
2,0,17,127,12,26,2,0,0,9,5
289,734,17,66,193,229,36,18,100,2,38
13,3,30,5,0,0,0,0,0,6,1
68,203,6,184,0,0,106,0,0,33,0
3,6,1,0,1,1,8,0,0,1,1
16,37,5,2,131,157,16,5,12,1,16
43,47,6,126,2,2,2,0,0,7,1
24,0,7,27,38,16,3,3,9,2,4
48,27,229,945,180,256,14,8,27,37,40
325,1861,31,185,10,5,9,1,0,36,5
3,1,17,78,0,0,84,0,0,77,0
4,0,7,13,0,0,0,0,0,1,0
7,1,26,112,0,0,57,0,0,92,0
1089,891,58,4855,404,651,7,1,48,57,264
109,300,240,527,0,0,1,8,8,180,1
59,147,9,12,85,182,3,0,0,2,6
2,0,2,3,0,0,2,0,0,2,0
233,920,239,140,0,0,580,0,0,395,0
157,101,12,229,0,0,119,0,0,74,0
242,278,17,370,69,121,1,4,69,62,9
14,5,8,54,4,4,18,0,0,64,4
23,0,11,164,227,430,27,6,9,23,9
173,172,14,188,87,124,90,11,55,15,51
120,0,106,351,8,24,89,3,8,41,6
67,74,12,177,88,137,1,1,0,57,5
26,35,11,121,0,0,816,0,0,190,0
273,273,5,213,3,2,489,0,0,17,2
4,0,197,83,0,0,109,0,0,152,0
89,107,11,163,6,11,7,0,0,75,2
14,31,2,40,0,0,14,0,0,27,0
50,55,79,613,48,56,20,3,14,3,49
9,0,4,22,0,0,313,0,0,417,0
16,14,34,168,35,80,0,0,0,6,22
170,323,153,655,0,0,32,0,0,534,2
70,0,72,406,0,0,594,1,0,378,0
179,314,1,0,1,10,2039,0,0,5,0
59,116,3,5,18,22,3,1,0,4,6
108,0,22,117,4,5,23,0,0,62,1
13,27,6,16,33,21,9,2,4,1,3
1,0,2,0,6,0,0,0,0,1,0
4,9,5,6,1,1,1,0,0,1,0
6,0,329,331,0,0,3,0,0,263,1
2733,96,19,1066,139,2169,44,0,0,53,8
141,248,22,126,139,141,441,6,3,37,7
1,7,5,20,5,1,0,0,0,8,0
198,227,74,1052,211,269,182,41,196,48,129
333,416,36,419,124,2580,241,31,171,383,95
155,263,62,259,30,36,8,1,1,2,2
5,14,34,101,19,20,4,0,0,3,10
11,12,4,14,0,0,0,0,0,4,0
1061,1062,125,2257,628,1154,4,1,6,68,166
317,253,35,306,1,7,4580,3,0,350,0
272,169,2,7,100,122,6,0,0,4,23
58,87,144,248,85,58,153,0,0,200,3
1649,2015,17,193,28,71,67,25,265,59,3
11,69,304,38,1,0,2,0,0,23,0
392,184,30,4208,99,113,8,9,7,48,223
6,0,54,53,0,0,0,0,0,23,0
2202,1952,257,8213,300,1081,1971,10,28,2872,142
8,0,12,87,24,17,1,0,0,20,4
49,45,33,120,2,2,7,0,0,63,1
57,0,9,40,0,0,0,0,0,2,0
8,11,17,24,7,2,35,0,0,7,5
30,255,17,30,0,0,6,0,0,2,1
3,16,2,0,43,48,4,0,0,2,0
31,64,24,30,95,7,0,0,0,14,2
536,634,25,309,72,397,2907,7,44,135,57
115,187,30,199,39,23,79,2,1,25,4
16,84,9,19,1,0,2,1,0,1,1
21,37,4,27,0,0,216,0,0,2,0
26,15,25,178,0,0,848,0,0,182,0
6,0,1,0,0,0,581,0,0,5,0
31,9,20,153,1,1,52,0,0,122,1
9,3,18,57,1,3,8,0,0,30,0
30,99,17,81,5,8,26,5,14,1,4
1737,1424,169,1155,359,369,518,76,115,195,243
18,20,22,107,12,17,0,3,12,0,2
4,12,18,1,13,7,2,7,0,2,0
65,231,316,924,0,0,15,0,0,445,1
25,103,11,28,75,54,9,1,5,1,10
63,45,239,1151,0,0,1661,2,0,2827,1
365,568,468,903,2,2,103,0,0,1308,3
6,211,133,11,2,0,66,0,0,5,0
13,42,12,41,4,2,2,0,0,2,0
185,148,33,1297,77,83,9,0,0,12,57
733,713,27,341,22,23,248,5,15,26,9
616,1087,51,632,121,218,123,3,10,13,14
61,74,192,1255,0,0,2508,183,1047,518,0
602,1418,51,451,165,297,2625,96,162,617,241
116,127,126,855,45,49,16,3,7,3,34
6,0,3,0,0,0,565,3,0,6,0
17,51,23,17,22,13,3,9,5,2,9
76,156,31,230,0,0,73,0,0,59,0
12,189,10,5,12,2,45,3,0,1,0
17,41,25,86,9,5,11,2,1,5,1
2,2,4,5,9,2,1,0,0,1,2
277,215,211,2748,445,490,10,19,227,19,148
31,61,21,25,397,167,0,0,0,142,397
17,86,4,17,23,21,4,1,3,1,0
51,0,54,381,14,18,145,2,0,67,6
50,50,6,41,0,0,642,0,0,31,0
19,17,46,139,54,46,2,0,0,10,107
160,0,31,305,0,0,188,0,0,63,1
28,77,2,5,1,0,0,0,0,1,0
254,29,94,2270,25,26,16,0,0,135,4
3,0,25,30,0,0,1,0,0,3,0
2,0,27,28,0,0,0,0,0,4,0
841,1601,7,71,81,18,32,6,37,27,39
5,0,504,58,0,0,0,0,0,115,1
26,29,47,220,57,54,17,1,3,6,22
96,366,506,545,6,1,10,0,0,757,2
543,942,97,732,262,495,386,41,83,253,27
16,19,6,10,29,33,1,0,0,1,1
340,466,301,2064,0,0,3750,0,0,4384,3
29,0,52,99,74,73,24,0,0,20,7
55,49,139,440,0,0,1,0,0,134,0
401,435,30,429,206,325,93,18,2,111,46
111,216,4,104,16,27,127,0,0,27,4
142,390,85,393,3,2,109,0,0,201,0
8,12,1,0,1,0,220,0,0,23,0
964,959,70,1825,332,293,24,4,7,59,107
329,634,271,1667,0,0,1042,46,62,3019,1
25,39,23,145,26,43,6,7,33,1,9
174,291,2,46,16,113,200,7,54,51,2
1421,1400,53,1425,161,269,27,10,43,22,77
256,404,116,744,3,3,710,0,0,1153,2
911,0,12,374,39,33,58,5,68,22,19
411,241,47,3250,568,979,167,15,294,168,333
17,0,11,37,0,0,40,8,20,18,4
18,12,74,642,0,0,25,0,0,577,4
814,751,52,841,195,375,101,25,35,124,94
73,69,13,57,8,12,49,0,0,4,3
62,67,7,45,46,42,3,0,0,2,7
15,126,6,0,13,20,5,0,0,1,1
373,450,84,1639,86,342,1166,6,11,796,44
338,1100,44,360,6,47,4,0,0,99,7
28,67,34,215,47,171,95,8,16,64,6
650,1195,33,137,5,0,2329,0,0,545,1
37,0,12,34,72,59,5,3,24,3,5
292,364,29,1408,74,73,239,7,83,79,63
314,0,14,179,0,0,1152,0,0,119,8
215,161,186,1527,294,607,23,42,309,25,254
264,0,413,735,1,0,931,0,0,1595,6
6,10,16,81,0,0,0,0,0,92,0
44,123,9,16,41,25,0,2,0,2,1
4,1,71,1,1,0,0,0,0,1,1
6,70,1,0,66,79,0,0,0,1,5
1051,1038,16,389,254,288,327,8,6,73,69
2,5,11,3,0,0,0,0,0,1,0
183,220,94,463,77,72,427,1,0,74,110
44,28,25,161,0,0,8,0,0,20,2
83,224,290,644,165,196,44,65,109,17,119
6,5,9,19,1,1,0,0,0,1,1
98,274,34,543,3,16,498,1,0,347,1
135,173,35,262,90,141,0,3,1,3,36
10,36,1,0,0,0,233,0,0,0,0
297,314,26,544,0,0,1180,0,0,358,1
1186,1516,33,636,242,230,58,0,0,12,77
284,201,33,163,25,23,44,0,0,15,0
403,1180,5,103,0,0,0,0,0,10,6
27,47,32,177,0,0,1,0,0,105,4
114,134,12,35,252,538,100,7,28,49,40
2,3,1,0,2,13,0,0,0,3,0
532,547,129,2535,459,440,91,26,215,95,196
1,24,1,0,2,0,111,0,0,20,0
4,15,5,5,1,0,0,0,0,1,0
2321,2207,125,11008,335,374,16,2,54,113,171
2,3,54,104,0,0,146,0,0,395,0
308,396,10,38,23,3,30,0,0,28,0
744,925,27,59,72,51,39,5,6,1,1
150,379,12,36,44,24,4,31,88,4,4
121,252,65,522,18,17,19,6,13,7,7
39,158,36,33,1,1,0,0,0,9,2
91,70,11,210,9,10,12,8,31,52,6
34,164,14,39,247,339,66,23,24,5,46
50,10,16,21,0,0,1446,0,0,101,0
2536,2534,107,15514,833,1396,904,23,713,1391,793
809,1686,44,661,128,306,969,35,85,107,18
324,0,39,217,58,52,159,86,104,26,40
34,163,92,22,203,106,4,52,50,6,23
609,1117,88,176,142,171,87,16,26,17,12
4,0,1,0,6,9,212,0,0,113,0
11,0,46,10,0,0,372,0,0,305,0
117,123,8,120,91,119,1,0,0,10,16
125,252,63,118,200,221,103,4,0,7,10
92,0,1,0,0,0,212,0,0,2,0
20,33,68,77,24,7,7,0,0,1,4
88,156,16,245,5,4,32,1,3,34,7
39,45,22,114,2,5,30,0,0,15,0
221,474,236,207,0,0,65,0,0,270,0
8,18,27,1,0,0,0,76,41,8,0
56,54,13,275,32,36,5,0,0,5,16
7,9,12,2,75,63,1,0,0,2,5
11,0,20,174,44,71,8,4,2,11,10
466,709,30,87,0,0,3195,0,0,195,0
79,0,82,321,0,0,676,0,0,571,0
33,0,37,61,91,41,25,0,0,27,4
3,1,8,1,5,2,3,0,0,3,1
15,15,3,10,2,5,3,0,0,2,0
473,758,17,69,7,19,0,0,0,3,0
175,172,17,515,20,17,9,0,0,32,13
84,97,112,576,134,119,30,8,28,15,37
732,705,128,1732,52,47,534,27,67,697,23
5,11,9,122,0,0,5,2,0,94,0
69,65,257,941,0,0,19,0,0,846,0
35,11,6,17,1,1,30,0,0,6,1
182,320,125,160,0,0,583,0,0,251,5
50,36,12,122,1,1,11,0,0,1,1
222,384,130,413,0,0,1,0,0,322,2
6,19,38,52,0,0,70,0,0,80,0
14,11,1,0,0,0,222,0,0,2,0
66,0,34,542,9,49,1024,0,0,242,9
749,1086,104,1301,6,10,10596,0,0,702,4
12,28,60,19,59,23,0,0,0,3,1
202,162,18,361,0,0,65,0,0,109,2
51,5,42,147,3,3,833,0,0,122,3
38,123,20,28,0,0,61,0,0,108,0
544,940,14,940,16,13,8,2,84,33,20
4,3,103,172,0,0,0,0,0,160,0
246,120,245,4892,614,788,48,64,213,109,1117
12,22,10,39,5,16,3,0,0,2,1
3,0,2,0,4,7,0,0,0,1,0
401,511,11,109,49,79,702,2,6,99,11
1,0,9,6,0,0,9,0,0,12,0
24,28,85,494,0,0,4,0,0,101,0
26,19,21,215,0,0,212,0,0,97,0
178,258,69,730,11,19,889,0,0,564,2
1171,1504,259,12204,23,248,2113,8,28,1875,121
65,166,2,2,0,0,30,0,0,3,0
14,23,4,32,17,27,2,0,0,6,8
124,96,17,24,119,293,2202,56,127,121,77
1064,1782,2,19,0,0,2261,0,0,5,0
9,74,1,0,8,9,392,1,0,8,0
5,33,2,0,52,16,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0
7,14,2,13,0,0,1,0,0,1,0
214,707,1,0,25,21,116,13,16,5,2
1448,0,29,2187,223,311,527,7,43,287,218
12,5,80,2359,198,654,78,0,0,474,77
1950,3411,72,5751,114,396,20,3,73,900,56
144,253,21,101,168,155,88,18,19,5,47
57,310,28,32,191,104,71,18,12,3,27
164,94,42,147,0,0,111,0,0,85,0
1,33,27,6,5,0,5,1,0,1,0
2,0,6,1,4,3,4,0,0,2,0
6,0,6,20,0,0,59,0,0,14,1
291,371,92,263,2,7,202,0,0,145,2
139,108,49,891,16,156,1149,0,0,2174,17
269,647,114,2562,127,87,26,19,173,42,70
4,0,3,1,0,0,2,0,0,1,0
82,52,51,244,183,169,43,0,0,12,54
559,457,95,6088,56,145,3,0,0,461,32
1,0,131,2,16,0,0,3,0,0,16
41,33,30,325,4,10,63,0,0,74,3
87,349,15,69,0,0,18,0,0,19,0
89,48,34,255,5,5,6,0,0,20,1
65,94,43,590,109,133,3,15,71,43,54
182,423,5,10,65,54,65,0,0,1,4
75,59,10,330,56,51,0,3,29,4,6
36,19,10,35,0,0,350,0,0,62,1
45,112,8,37,4,1,0,0,0,4,0
43,0,4,38,3,7,8,0,0,8,1
2,1,6,13,3,1,0,0,0,5,0
38,45,42,180,115,152,124,34,45,26,20
3353,3166,180,42439,390,1145,16,17,639,1358,1065
559,517,104,1287,196,253,18,5,31,10,36
4,0,23,138,0,0,25,0,0,93,0
34,80,3,6,7,5,144,3,1,0,2
202,1903,38,37,31,18,23,9,19,3,0
351,839,36,217,53,44,39,14,47,21,8
1483,1388,462,16775,661,1532,209,42,439,158,794
336,343,86,1076,157,153,37,19,81,29,52
2344,2297,130,5795,439,1103,408,37,436,354,807
732,6,16,968,13,134,1,4,176,88,113
52,65,4,2,1,1,117,0,0,2,0
110,183,30,102,23,21,69,0,0,20,5
162,126,105,257,32,202,0,0,0,267,32
367,0,38,558,464,1057,1137,68,141,101,290
485,585,73,296,89,136,357,55,75,82,17
729,1218,10,141,108,168,75,1,13,6,16
10,26,13,63,6,10,9,4,1,8,0
183,247,127,1281,171,124,51,16,98,31,48
86,78,275,3992,524,746,156,39,329,71,489
452,694,75,559,1,1,2049,0,0,581,2
1,0,1,0,35,56,0,6,3,1,13
96,0,13,101,63,70,1,16,97,18,2
107,183,42,115,43,48,22,12,112,3,13
114,142,5,11,21,15,132,1,2,3,3
19,36,11,40,30,13,29,0,0,1,1
99,112,18,451,0,0,459,0,0,393,1
885,4,41,10423,0,0,0,0,0,1627,36
251,245,59,1464,149,204,2,18,154,32,57
10,0,59,203,0,0,1,0,0,20,1
376,355,163,1450,11,38,5481,4,12,3164,3
18,40,3,6,25,9,4,0,0,3,3
9,20,7,14,8,1,3,0,0,1,0
45,13,44,94,0,0,245,0,0,55,0
48,307,4,6,13,30,267,2,2,9,1
187,76,49,1692,209,556,2069,63,287,550,119
68,107,76,476,46,32,8,9,34,6,27
26,40,9,230,9,10,25,0,0,8,2
162,351,165,2337,25,244,7021,3,0,10130,27
67,0,2,1,0,0,298,0,0,7,0
289,284,32,78,122,147,593,61,41,33,63
106,178,17,529,15,21,1773,0,0,506,8
48,0,2,27,0,0,20,0,0,7,0
100,152,98,281,10,39,3,188,165,245,3
199,346,311,1220,7,4,17,0,0,797,0
100,251,47,398,20,20,18,0,0,44,6
12,0,7,34,49,9,114,2,0,72,1
438,252,133,1958,0,0,6211,0,0,2798,3
502,1043,5,76,0,0,0,0,0,16,0
692,699,1,0,3,12,91,0,0,0,0
495,662,320,1487,9,16,1306,2,0,2792,6
317,303,17,310,26,16,12,0,0,11,6
358,0,23,223,0,0,678,0,0,255,1
84,197,1,0,6,19,95,0,0,3,0
862,847,1,0,4,19,189,0,0,0,0
247,73,30,1195,50,247,44,8,173,353,27
43,99,2,6,0,0,0,0,0,0,0
26,50,30,27,27,20,120,3,0,7,7
97,326,121,243,139,319,22,4,1,55,8
127,107,3,21,0,0,587,0,0,42,0
8,25,9,21,13,5,0,0,0,4,0
648,644,21,409,90,111,10,1,21,9,8
6,26,8,9,4,1,0,0,0,3,1
35,0,3,65,0,0,503,0,0,59,0
54,0,14,577,28,24,3,0,0,6,23
5,6,137,177,0,0,0,0,0,19,0
387,953,2,6,1,2,158,0,0,4,0
176,229,354,1034,2,6,773,0,0,1643,12
